시도,군구,신주소,구주소,이름,용량
서울특별시,종로구, 서울특별시 종로구 대학로 57 (연건동  홍익대학교대학로캠퍼스), 서울특별시 종로구 연건동 128번지 8호,홍익대대학로캠퍼스(정부지원),96t(톤)
서울특별시,종로구, 서울특별시 종로구 율곡로3길 49 (송현동  덕성여자중학교), 서울특별시 종로구 송현동 34번지,덕성여중(정부지원),120t(톤)
서울특별시,종로구, 서울특별시 종로구 북촌로 134-3 (삼청동  삼청공원), 서울특별시 종로구 삼청동 2번지 2호,삼청공원1(정부지원),418t(톤)
서울특별시,종로구, 서울특별시 종로구 삼일대로 428 (낙원동  낙원상가), 서울특별시 종로구 낙원동 288번지,대일건설(민간시설),67t(톤)
서울특별시,종로구, 서울특별시 종로구 세종대로 149 (세종로  광화문빌딩), 서울특별시 종로구 세종로 211번지,동화투자개발(민간시설),92t(톤)
서울특별시,종로구, 서울특별시 종로구 자하문로28가길 9 (청운동  경복고등학교), 서울특별시 종로구 청운동 89번지 9호,경복고교(공공시설),140t(톤)
서울특별시,종로구, 서울특별시 종로구 돈화문로 13 (관수동  서울극장), 서울특별시 종로구 관수동 59번지 7호,서울극장(민간시설),70t(톤)
서울특별시,종로구, 서울특별시 종로구 사직로 161 (세종로  경복궁), 서울특별시 종로구 세종로 1번지 1호,경복궁관리소(공공시설),484t(톤)
서울특별시,종로구, 서울특별시 종로구 북촌로 15 (재동  헌법재판소), 서울특별시 종로구 재동 83번지,헌법재판소(공공시설),84t(톤)
서울특별시,종로구, 서울특별시 종로구 북촌로 112 (삼청동  감사원), 서울특별시 종로구 삼청동 25번지 23호,감사원(공공시설),50t(톤)
서울특별시,종로구, 서울특별시 종로구 진흥로 446 (구기동), 서울특별시 종로구 구기동 105번지 1호,대한제당(민간시설),90t(톤)
서울특별시,종로구, 서울특별시 종로구 진흥로 432 (구기동  요진오피스텔쉐레이), 서울특별시 종로구 구기동 110번지 1호,쉐레이암반수사우나(민간시설),66t(톤)
서울특별시,종로구, 서울특별시 종로구 새문안로5길 37 (도렴동), 서울특별시 종로구 도렴동 60번지,도렴빌딩(민간시설),93t(톤)
서울특별시,종로구, 서울특별시 종로구 삼봉로 81 (수송동  두산위브파빌리온), 서울특별시 종로구 수송동 58번지,두산위브 파빌리온(민간시설),80t(톤)
서울특별시,종로구, 서울특별시 종로구 종로1길 42 (수송동  이마빌딩), 서울특별시 종로구 수송동 146번지 1호,이마빌딩(민간시설),295t(톤)
서울특별시,종로구, 서울특별시 종로구 종로 1 (종로1가  교보생명빌딩), 서울특별시 종로구 종로1가 1번지,교보생명빌딩(민간시설),180t(톤)
서울특별시,종로구, 서울특별시 종로구 평창문화로 87  창진파크팰리스 (평창동), 서울특별시 종로구 평창동 153번지 3호 창진파크팰리스,창진파크팰리스(민간시설),86t(톤)
서울특별시,종로구, 서울특별시 종로구 지봉로 지하 24 (숭인동  6호선 동묘앞역), 서울특별시 종로구 숭인동 316번지 3호,6호선 동묘앞역(자치단체),1709t(톤)
서울특별시,종로구, 서울특별시 종로구 돈화문로11길 지하 26 (돈의동  5호선 종로3가역), 서울특별시 종로구 돈의동 39번지 1호,5호선 종로3가역(자치단체),618t(톤)
서울특별시,종로구, 서울특별시 서대문구 통일로 지하 247 (현저동  독립문역), 서울특별시 서대문구 현저동 101번지,3호선 독립문역(자치단체),279t(톤)
서울특별시,중구, 서울특별시 중구 마른내로9길 10 (인현동2가  덕수중학교), 서울특별시 중구 인현동2가 3번지,덕수중학교(자치단체),50t(톤)
서울특별시,중구, 서울특별시 중구 다산로 32 (신당동  남산타운), 서울특별시 중구 신당동 844번지,쌈지마당공원(자치단체),50t(톤)
서울특별시,중구, 서울특별시 중구 을지로 30 (소공동  롯데호텔), 서울특별시 중구 소공동 1번지,호텔롯데(민간시설),1728t(톤)
서울특별시,중구, 서울특별시 중구 세종대로 124 (태평로1가  프레스센터), 서울특별시 중구 태평로1가 25번지,서울신문사(민간시설),76t(톤)
서울특별시,중구, 서울특별시 중구 청계천로 86 (장교동  한화빌딩), 서울특별시 중구 장교동 1번지,한화빌딩(민간시설),54t(톤)
서울특별시,중구, 서울특별시 중구 을지로 51 (을지로2가  내외빌딩), 서울특별시 중구 을지로2가 6번지,내외빌딩(민간시설),96t(톤)
서울특별시,중구, 서울특별시 중구 후암로 110 (남대문로5가  서울시티타워빌딩), 서울특별시 중구 남대문로5가 581번지,(주)서울시티타워(민간시설),86t(톤)
서울특별시,중구, 서울특별시 중구 무교로 20 (무교동  어린이재단), 서울특별시 중구 무교동 95번지,한국복지재단(민간시설),79t(톤)
서울특별시,중구, 서울특별시 중구 소공로 109 (소공동  소공동한화빌딩), 서울특별시 중구 소공동 110번지,한화소공빌딩(민간시설),338t(톤)
서울특별시,중구, 서울특별시 중구 칠패로 37 (봉래동1가  HSBC빌딩), 서울특별시 중구 봉래동1가 25번지,HSBC빌딩(구 삼성생명)(민간시설),840t(톤)
서울특별시,중구, 서울특별시 중구 서소문로11길 35 (정동  제이피모간 프라자), 서울특별시 중구 정동 34번지 35호,JP모건체이스은행(민간시설),80t(톤)
서울특별시,중구, 서울특별시 중구 퇴계로12길 78 (회현동1가  중구회현체육센터), 서울특별시 중구 회현동1가 115번지,회현동체육시설(정부지원),107t(톤)
서울특별시,중구, 서울특별시 중구 소공로 35 (회현동1가  남산롯데캐슬), 서울특별시 중구 회현동1가 208번지,남산롯데캐슬아이리스(민간시설),60t(톤)
서울특별시,용산구, , 서울특별시 용산구 서계동 226번지 3호,청파 어린이공원 비상급수시설(정부지원),205t(톤)
서울특별시,용산구, 서울특별시 용산구 장문로 23 (이태원동  캐피탈호텔), 서울특별시 용산구 이태원동 22번지 76호,캐피탈호텔 비상급수시설(민간시설),82t(톤)
서울특별시,용산구, 서울특별시 용산구 서빙고로 48 (한강로3가  철우아파트), 서울특별시 용산구 한강로3가 65번지 500호,철우아파트 비상급수시설(자치단체),82t(톤)
서울특별시,용산구, 서울특별시 용산구 한강대로 92 (한강로2가  LS용산타워), 서울특별시 용산구 한강로2가 191번지,LS네트워크 비상급수시설(민간시설),1296t(톤)
서울특별시,용산구, 서울특별시 용산구 한강대로7길 23-4 (한강로3가  장미맨션), 서울특별시 용산구 한강로3가 40번지 23호,장미연립 비상급수시설(자치단체),85t(톤)
서울특별시,용산구, 서울특별시 용산구 이태원로 29 (용산동1가  전쟁기념관), 서울특별시 용산구 용산동1가 8번지,전쟁기념사업회 비상급수시설(공공시설),354t(톤)
서울특별시,용산구, 서울특별시 용산구 서빙고로 137 (용산동6가  국립중앙박물관), 서울특별시 용산구 용산동6가 168번지 6호,국립중앙박물관 비상급수시설(공공시설),1251t(톤)
서울특별시,용산구, 서울특별시 용산구 이태원로 179 (이태원동  해밀톤호텔 (본관)), 서울특별시 용산구 이태원동 108번지 9호,해밀톤관광(주)(민간시설),96t(톤)
서울특별시,용산구, 서울특별시 용산구 한강대로21나길 40 (한강로3가  스파사우나), 서울특별시 용산구 한강로3가 40번지 946호,용산컨벤션센타(민간시설),891t(톤)
서울특별시,용산구, 서울특별시 용산구 한강대로 405 (동자동  서울역(철도역)), 서울특별시 용산구 동자동 43번지 205호,코레일공항철도(주)(민간시설),570t(톤)
서울특별시,용산구, 서울특별시 용산구 이촌로 352 (용산동6가  신동아쇼핑), 서울특별시 용산구 용산동6가 69번지 167호,신동아건설(주)(민간시설),310t(톤)
서울특별시,용산구, , 서울특별시 용산구 한남동 726-259,응봉공원(공공시설),89t(톤)
서울특별시,용산구, 서울특별시 용산구 청파로20길 95  서울드래곤시티 (한강로3가), 서울특별시 용산구 한강로3가 40-969 서울드래곤시티호텔,서울드래곤시티호텔(공공시설),700t(톤)
서울특별시,성동구, 서울특별시 성동구 성수일로12길 27 (성수동2가  (주)창미), 서울특별시 성동구 성수동2가 299번지 198호,(주)창미(민간시설),100t(톤)
서울특별시,성동구, 서울특별시 성동구 고산자로 300 (마장동  동방빌딩), 서울특별시 성동구 마장동 517번지,동방빌딩(민간시설),110t(톤)
서울특별시,성동구, 서울특별시 성동구 청계천로10길 7 (마장동  미림헬스), 서울특별시 성동구 마장동 441번지 12호,미림헬스(민간시설),100t(톤)
서울특별시,성동구, 서울특별시 성동구 연무장7길 16 (성수동2가  한서빌딩), 서울특별시 성동구 성수동2가 315번지 58호,현대사우나(민간시설),110t(톤)
서울특별시,성동구, 서울특별시 성동구 광나루로 184 (성수동1가), 서울특별시 성동구 성수동1가 13번지 11호,세원주유소(민간시설),72t(톤)
서울특별시,성동구, 서울특별시 성동구 한림말길 43 (옥수동  옥정초등학교), 서울특별시 성동구 옥수동 233번지 16호,옥정초등학교(정부지원),250t(톤)
서울특별시,성동구, 서울특별시 성동구 상원10길 8-1 (성수동1가), 서울특별시 성동구 성수동1가 13번지 109호,한성리본(민간시설),41t(톤)
서울특별시,성동구, 서울특별시 성동구 동호로5길 131-0 (옥수동), 서울특별시 성동구 옥수동 556번지 1호,매봉산약수터(자치단체),30t(톤)
서울특별시,성동구, 서울특별시 성동구 독서당로62가길 66 (응봉동), 서울특별시 성동구 응봉동 269번지 7호,응봉산비상급수정 (정부지원시설)(정부지원),100t(톤)
서울특별시,성동구, 서울특별시 성동구 동일로 265 (송정동  건영아파트상가), 서울특별시 성동구 송정동 90번지 7호,건영대중사우나(지하)(민간시설),50t(톤)
서울특별시,성동구, 서울특별시 성동구 왕십리광장로 9 (행당동  성동경찰서), 서울특별시 성동구 행당동 192번지 8호,성동경찰서 (공공시설)(공공시설),60t(톤)
서울특별시,성동구, 서울특별시 성동구 장터길 21 (금호동3가  세종목욕탕), 서울특별시 성동구 금호동3가 1305번지 1호,세중목욕탕(민간시설),60t(톤)
서울특별시,성동구, 서울특별시 성동구 마장로 271 (마장동  삼성아파트), 서울특별시 성동구 마장동 817번지,삼성아파트(민간시설),100t(톤)
서울특별시,성동구, 서울특별시 성동구 연무장길 45 (성수동2가  스타게임방), 서울특별시 성동구 성수동2가 315번지 100호,해피드림빌딩(소문난감자탕)(민간시설),90t(톤)
서울특별시,성동구, 서울특별시 성동구 뚝섬로 365 (성수동2가  성수공업고등학교), 서울특별시 성동구 성수동2가 333번지 128호,성수공업고등학교(민간시설),88t(톤)
서울특별시,성동구, 서울특별시 성동구 성수이로7길 17 (성수동2가  기마경찰대), 서울특별시 성동구 성수동2가 333번지 139호,기마경찰대(민간시설),78t(톤)
서울특별시,성동구, 서울특별시 성동구 뚝섬로13길 32-24 (성수동2가), 서울특별시 성동구 성수동2가 269번지 20호,광훈실업(민간시설),70t(톤)
서울특별시,성동구, 서울특별시 성동구 금호로3길 6 (금호동4가  금호주유소), 서울특별시 성동구 금호동4가 185번지 1호,금호세차장(주유소)(민간시설),30t(톤)
서울특별시,성동구, 서울특별시 성동구 독서당로 302 (금호동4가), 서울특별시 성동구 금호동4가 548번지 1호,대도빌딩(민간시설),50t(톤)
서울특별시,성동구, 서울특별시 성동구 뚝섬로 273 (성수동1가  서울숲공원), 서울특별시 성동구 성수동1가 685번지 715호,서울숲공원(정부지원),100t(톤)
서울특별시,성동구, 서울특별시 성동구 금호로 172-1 (금호동1가), 서울특별시 성동구 금호동1가 1번지 72호,대현산 배수지(정부지원),2600t(톤)
서울특별시,성동구, 서울특별시 성동구 성수이로 117 (성수동2가), 서울특별시 성동구 성수동2가 289번지 321호,(주)대한진공(민간시설),70t(톤)
서울특별시,성동구, 서울특별시 성동구 고산자로8길 6  행당초등학교 (행당동), 서울특별시 성동구 행당동 320번지 60호 행당초등학교,행당초등학교(민간시설),90t(톤)
서울특별시,성동구, 서울특별시 성동구 마장로 125  천리교 혜성교회 (상왕십리동), 서울특별시 성동구 상왕십리동 814번지 천리교 혜성교회,천리교혜성교회(민간시설),56t(톤)
서울특별시,성동구, 서울특별시 성동구 행당로11길 3-6 (행당동  혜원빌라), 서울특별시 성동구 행당동 317번지 132호 혜원빌라,혜원빌라(민간시설),61t(톤)
서울특별시,성동구, , ,응봉배수지(공공시설),1t(톤)
서울특별시,성동구, , 서울특별시 성동구 금호동3가 산 1,금호배수지(공공시설),3t(톤)
서울특별시,광진구, 서울특별시 광진구 능동로 42 (자양동), 서울특별시 광진구 자양동 504번지,신양초등학교정문옆(정부지원),383t(톤)
서울특별시,광진구, 서울특별시 광진구 능동로 216 (능동), 서울특별시 광진구 능동 18번지,어린이대공원수영장앞(정부지원),205t(톤)
서울특별시,광진구, 서울특별시 광진구 광장로 52 (광장동), 서울특별시 광진구 광장동 248번지 24호,광장동주민센터(정부지원),750t(톤)
서울특별시,광진구, 서울특별시 광진구 자양번영로 35 (자양동), 서울특별시 광진구 자양동 581번지 2호,자양어린이집뒤(정부지원),270t(톤)
서울특별시,광진구, 서울특별시 광진구 자양강변길 73 (자양동), 서울특별시 광진구 자양동 57번지 8호,신양중학교정문옆(자치단체),450t(톤)
서울특별시,광진구, 서울특별시 광진구 긴고랑로1길 55 (중곡동), 서울특별시 광진구 중곡동 190번지 26호,중곡APT(3 6 7동)(자치단체),75t(톤)
서울특별시,광진구, 서울특별시 광진구 자양로 117 (자양동), 서울특별시 광진구 자양동 777번지,광진구청본관뒤(자치단체),90t(톤)
서울특별시,광진구, 서울특별시 광진구 워커힐로 177 (광장동), 서울특별시 광진구 광장동 22번지 1호,워커힐(민간시설),8000t(톤)
서울특별시,광진구, 서울특별시 광진구 광나루로56길 85 (구의동), 서울특별시 광진구 구의동 546번지 4호,테크노마트(민간시설),700t(톤)
서울특별시,광진구, 서울특별시 광진구 자양로 38 (자양동), 서울특별시 광진구 자양동 685번지,(주)메디젠피아 2호정(민간시설),94t(톤)
서울특별시,광진구, 서울특별시 광진구 용마산로8나길 37 (중곡동  대순진리회), 서울특별시 광진구 중곡동 143번지 1호,대순진리회(민간시설),324t(톤)
서울특별시,동대문구, 서울특별시 동대문구 천호대로13길 43 (용두동  서울용두초등학교), 서울특별시 동대문구 용두동 237번지 1호,용두초등학교(정부지원),198t(톤)
서울특별시,동대문구, 서울특별시 동대문구 장안벚꽃로 77 (장안동  장평근린공원), 서울특별시 동대문구 장안동 356번지,장평근린공원(정부지원),292t(톤)
서울특별시,동대문구, 서울특별시 동대문구 서울시립대로 163 (전농동  서울시립대학교), 서울특별시 동대문구 전농동 694번지,서울시립대(정부지원),290t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한빛로 58 (용두동), 서울특별시 동대문구 용두동 209번지 2호,우리방앗간(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 답십리로 309 (장안동), 서울특별시 동대문구 장안동 331번지 4호,장안사우나(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 제기로23길 75-6 (청량리동), 서울특별시 동대문구 청량리동 205번지 132호,고사리재배(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 망우로21길 52 (휘경동), 서울특별시 동대문구 휘경동 192번지 5호,춘태타운(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 휘경로17길 7 (이문동), 서울특별시 동대문구 이문동 77번지 27호,낙원대중탕(사우나)(민간시설),67t(톤)
서울특별시,동대문구, 서울특별시 동대문구 답십리로 222 (답십리동), 서울특별시 동대문구 답십리동 3번지 73호,콩나물2공장(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 망우로 61 (휘경동  웨딩헤너스), 서울특별시 동대문구 휘경동 267번지 9호,웨딩헤너스(민간시설),86t(톤)
서울특별시,동대문구, 서울특별시 동대문구 제기로 142 (청량리동  청량리정신병원), 서울특별시 동대문구 청량리동 46번지,청량리정신병원(민간시설),96t(톤)
서울특별시,동대문구, 서울특별시 동대문구 장한로 40 (장안동  정안빌딩), 서울특별시 동대문구 장안동 435번지 5호,정안빌딩(민간시설),72t(톤)
서울특별시,동대문구, 서울특별시 동대문구 무학로26길 30 (용두동  신동아아파트), 서울특별시 동대문구 용두동 779번지,신동아아파트(정부지원),150t(톤)
서울특별시,동대문구, 서울특별시 동대문구 왕산로 81 (용두동  두산베어스타워), 서울특별시 동대문구 용두동 138번지 41호,수안보기사우나 1호정(민간시설),525t(톤)
서울특별시,동대문구, 서울특별시 동대문구 왕산로 61 (용두동), 서울특별시 동대문구 용두동 231번지 10호,수안보기사우나 2호정(민간시설),468t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한빛로 41 (용두동), 서울특별시 동대문구 용두동 756번지 3호,안성탕(민간시설),46t(톤)
서울특별시,동대문구, 서울특별시 동대문구 약령시로 124(청량리동), 서울특별시 동대문구 청량리동 689,경동노인요양병원(공공시설),98t(톤)
서울특별시,동대문구, 서울특별시 동대문구 경희대로 26 (회기동  경희대학교 경희초 중 고 여자중고등학교), 서울특별시 동대문구 회기동 1번지 5호,경희대학교(공공시설),250t(톤)
서울특별시,동대문구, 서울특별시 동대문구 경희대로 26-6 (회기동  경희대학교), 서울특별시 동대문구 회기동 1번지 5호,경희대학교(공공시설),300t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한천로 77 (답십리동), 서울특별시 동대문구 답십리동 2번지 43호,일신빌딩(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 답십리로 209 (답십리동  힐스포츠파크), 서울특별시 동대문구 답십리동 2번지 9호,힐스포츠(민간시설),80t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한천로6길 21 (장안동  서울군자초등학교), 서울특별시 동대문구 장안동 239번지 2호,군자초등학교(정부지원),570t(톤)
서울특별시,동대문구, 서울특별시 동대문구 약령중앙로8길 10 (제기동), 서울특별시 동대문구 제기동 965번지 1호,삼정물산사우나(민간시설),82t(톤)
서울특별시,동대문구, 서울특별시 동대문구 황물로 56 (답십리동), 서울특별시 동대문구 답십리동 542번지 6호,밀모텔(민간시설),70t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로34길 5 (용두동), 서울특별시 동대문구 용두동 24번지 13호,한일농산(민간시설),80t(톤)
서울특별시,동대문구, 서울특별시 동대문구 황물로 90 (답십리동  로즈컨벤션웨딩부페), 서울특별시 동대문구 답십리동 530번지 4호,21세기사우나(민간시설),95t(톤)
서울특별시,동대문구, 서울특별시 동대문구 안암로 168 (제기동  삼성주유소), 서울특별시 동대문구 제기동 136번지 237호,풍한주유소(민간시설),59t(톤)
서울특별시,동대문구, 서울특별시 동대문구 경희대로1길 37 (회기동), 서울특별시 동대문구 회기동 60번지 102호,성지고시텔(민간시설),40t(톤)
서울특별시,동대문구, 서울특별시 동대문구 사가정로 190 (전농동  전농우성아파트), 서울특별시 동대문구 전농동 6번지,우성불한증막(민간시설),80t(톤)
서울특별시,동대문구, 서울특별시 동대문구 서울시립대로2길 59  간데메공원 (답십리동), 서울특별시 동대문구 답십리동 471 간데메공원,간데메공원(공공시설),82t(톤)
서울특별시,동대문구, 서울특별시 동대문구 제기로 74-1 (제기동), 서울특별시 동대문구 제기동 289번지 1호,란모텔(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 장안벚꽃로 167 (장안동  래미안장안2차아파트), 서울특별시 동대문구 장안동 329번지 3호,장안동 래미안아파트(2호공)(자치단체),150t(톤)
서울특별시,동대문구, 서울특별시 동대문구 장안벚꽃로 167 (장안동), 서울특별시 동대문구 장안동 329번지 3호,장안동 래미안아파트(1호공)(자치단체),150t(톤)
서울특별시,동대문구, 서울특별시 동대문구 장안벚꽃로 107 (장안동  장안현대홈타운), 서울특별시 동대문구 장안동 336번지,장안온천(민간시설),350t(톤)
서울특별시,동대문구, 서울특별시 동대문구 천호대로 23 (신설동  동광동대문베르빌), 서울특별시 동대문구 신설동 97번지 8호,동광에이치티에스(민간시설),85t(톤)
서울특별시,동대문구, 서울특별시 동대문구 천장산로9길 28 (이문동  가나안고시텔), 서울특별시 동대문구 이문동 264번지 255호,가나안고시텔(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 천장산로9길 26 (이문동), 서울특별시 동대문구 이문동 264번지 244호,샤인빌고시텔(민간시설),45t(톤)
서울특별시,동대문구, 서울특별시 동대문구 사가정로 148 (전농동  전농SK아파트), 서울특별시 동대문구 전농동 10번지,백두산 옥사우나(민간시설),83t(톤)
서울특별시,동대문구, 서울특별시 동대문구 정릉천동로 36 (용두동  래미안허브리츠), 서울특별시 동대문구 용두동 792번지,용두삼성래미안안(정부지원),150t(톤)
서울특별시,동대문구, 서울특별시 동대문구 왕산로32길 24 (용두동), 서울특별시 동대문구 용두동 12번지 2호,관동수산(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로36길 4 (제기동), 서울특별시 동대문구 제기동 1046번지 1호,청송민물(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 왕산로 150 (신설동), 서울특별시 동대문구 신설동 23번지 1호,홍일수산(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로34길 41 (용두동), 서울특별시 동대문구 용두동 14번지 10호,천일수산(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 경동시장로9길 21 (제기동), 서울특별시 동대문구 제기동 897번지,나물삶는집1(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로38길 17 (제기동), 서울특별시 동대문구 제기동 990번지,나물삶는집2(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로 458 (제기동), 서울특별시 동대문구 제기동 1029번지 1호,경동민물(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 사가정로 214 (장안동), 서울특별시 동대문구 장안동 108번지 15호,전곡장여관(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 답십리로 305 (장안동), 서울특별시 동대문구 장안동 331번지 3호,세신카센타(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 경동시장로10길 44 (청량리동), 서울특별시 동대문구 청량리동 791번지,서울수산(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 회기로 85  한국과학기술연구원 (청량리동), 서울특별시 동대문구 청량리동 207-42 한국과학기술원,한국과학기술정보연구원(민간시설),85t(톤)
서울특별시,동대문구, 서울특별시 동대문구 회기로 57 (청량리동  국립산림과학원), 서울특별시 동대문구 청량리동 207번지,국립산림과학원 임업연구소3(공공시설),151t(톤)
서울특별시,동대문구, 서울특별시 동대문구 망우로 90 (휘경동  삼원주유소), 서울특별시 동대문구 휘경동 275번지 6호,삼원주유소(민간시설),36t(톤)
서울특별시,동대문구, 서울특별시 동대문구 망우로 126 (휘경동), 서울특별시 동대문구 휘경동 34번지 10호,(주)파랑에너지(민간시설),93t(톤)
서울특별시,동대문구, 서울특별시 동대문구 제기로 85 (청량리동  홍능갈비집), 서울특별시 동대문구 청량리동 520번지 14호,홍능갈비(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로32길 17 (용두동), 서울특별시 동대문구 용두동 26번지 6호,매일상회(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 홍릉로15길 50 (제기동  정화여자중학교 정화여자상업고등학교), 서울특별시 동대문구 제기동 293번지,정화여상(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 왕산로40길 6 (전농동), 서울특별시 동대문구 전농동 620번지 26호,궁중설렁탕(민간시설),60t(톤)
서울특별시,동대문구, 서울특별시 동대문구 답십리로 130 (답십리동  래미안위브아파트), 서울특별시 동대문구 답십리동 1003번지,래미안 위브(자치단체),112t(톤)
서울특별시,동대문구, 서울특별시 동대문구 서울시립대로 129 (전농동), 서울특별시 동대문구 전농동 129번지 20호,송정해물찜(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 왕산로35길 26 (청량리동), 서울특별시 동대문구 청량리동 779번지,강원상회(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 전농로 30 (답십리동), 서울특별시 동대문구 답십리동 488번지 319호,답십리화원(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 장한로17길 8 (장안동  장인공업), 서울특별시 동대문구 장안동 374번지 4호,장인자동차공업 세차장(민간시설),90t(톤)
서울특별시,동대문구, 서울특별시 동대문구 왕산로 289 (청량리동  대성제6주유소), 서울특별시 동대문구 청량리동 18번지 46호,대성산업 청량리주유소(민간시설),79t(톤)
서울특별시,동대문구, 서울특별시 동대문구 회기로 57 (청량리동  국립산림과학원), 서울특별시 동대문구 청량리동 207번지,국립산림과학원 2(민간시설),170t(톤)
서울특별시,동대문구, 서울특별시 동대문구 휘경로 53 (휘경동), 서울특별시 동대문구 휘경동 151번지 3호,이경시장(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 약령시로14길 43 (제기동), 서울특별시 동대문구 제기동 899번지,윤일상회(공공시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로34길 60 (용두동), 서울특별시 동대문구 용두동 12번지 9호,신안수산(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 왕산로35길 17 (제기동), 서울특별시 동대문구 제기동 635번지 2호,장수상회(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한천로33길 61 (전농동), 서울특별시 동대문구 전농동 1번지 70호,스카이빌딩(민간시설),58t(톤)
서울특별시,동대문구, 서울특별시 동대문구 망우로 57(휘경동), 서울특별시 동대문구 휘경동 267-10,에스오일LPG동서울충전소(민간시설),53t(톤)
서울특별시,동대문구, 서울특별시 동대문구 약령시로14길 43 (제기동), 서울특별시 동대문구 제기동 899번지,은정상회(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 사가정로 148 (전농동  전농SK아파트), 서울특별시 동대문구 전농동 10번지,연수불가마사우나(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한천로 247 (휘경동  휘경여자중고등학교), 서울특별시 동대문구 휘경동 43번지 7호,배봉산근린공원 휘경여고옆산6-82(공공시설),65t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로34길 55 (용두동), 서울특별시 동대문구 용두동 14번지 21호,삼도수산(민간시설),100t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한천로 81 (답십리동  오동나무주유소), 서울특별시 동대문구 답십리동 2번지 51호,오동나무주유소(민간시설),50t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한천로 100 (장안동), 서울특별시 동대문구 장안동 164번지 2호,삼미상사주 장안킹셀프주유소(민간시설),98t(톤)
서울특별시,동대문구, 서울특별시 동대문구 답십리로72길 158 (장안동  장평중학교), 서울특별시 동대문구 장안동 352번지,장평중학교(민간시설),45t(톤)
서울특별시,동대문구, 서울특별시 동대문구 한천로58길 209 (이문동), 서울특별시 동대문구 이문동 22번지 2호,삼천리이앤이(민간시설),70t(톤)
서울특별시,동대문구, 서울특별시 동대문구 고산자로34길 48-1(용두동), 서울특별시 동대문구 용두동 20-47,신발수산(공공시설),100t(톤)
서울특별시,중랑구, 서울특별시 중랑구 중랑역로 137 (묵동  서울지방경찰서 광역지수대), 서울특별시 중랑구 묵동 249번지 2호,서울지방경찰청 지능범죄수사대(정부지원),132t(톤)
서울특별시,중랑구, 서울특별시 중랑구 동일로95길 29 (면목동  면목5동제1구립경로당), 서울특별시 중랑구 면목동 173번지 1호,송계공원(정부지원),288t(톤)
서울특별시,중랑구, 서울특별시 중랑구 망우로 332 (상봉동), 서울특별시 중랑구 상봉동 92번지 5호,관순빌딩(민간시설),84t(톤)
서울특별시,중랑구, 서울특별시 중랑구 망우로73길 56 (망우동  이화여대병설미디어고등학교 영란여중학교), 서울특별시 중랑구 망우동 220번지,이화여대병설미디어고(민간시설),87t(톤)
서울특별시,중랑구, 서울특별시 중랑구 봉우재로70길 96 (망우동), 서울특별시 중랑구 망우동 530번지 3호,고웅산업(민간시설),90t(톤)
서울특별시,중랑구, 서울특별시 중랑구 망우로91길 100 (망우동  극락사), 서울특별시 중랑구 망우동 73번지 10호,망우산극락사약수터(공공시설),100t(톤)
